2017-09-12 17:27:14 INFO  TC001_verifyloginwithinvalidcredentials:24 - ------------------Starting verifyloginwithinvalidcredentials Test------------ 
2017-09-16 20:09:45 INFO  Homepage:143 - clickedonlogin[[ChromeDriver: chrome on XP (d6c51b53929bb165d95c6b629d6127e6)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 20:09:46 INFO  Homepage:145 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (d6c51b53929bb165d95c6b629d6127e6)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 20:09:46 INFO  Homepage:147 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (d6c51b53929bb165d95c6b629d6127e6)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 20:10:49 INFO  Homepage:149 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 20:11:49 INFO  Testbase:107 - browser is closed
2017-09-16 20:15:24 INFO  Testbase:74 - --------------starting selecproduct testing-------------
2017-09-16 20:16:24 INFO  Homepage:185 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 20:16:26 INFO  Homepage:143 - clickedonlogin[[ChromeDriver: chrome on XP (58fcda16b35b30bef02dec67bccd8488)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 20:16:26 INFO  Homepage:145 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (58fcda16b35b30bef02dec67bccd8488)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 20:16:26 INFO  Homepage:147 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (58fcda16b35b30bef02dec67bccd8488)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 20:17:28 INFO  Homepage:149 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 20:26:50 INFO  TC001_Selectproduct:62 - --------------starting selecproduct testing-------------
2017-09-16 20:27:50 INFO  Homepage:185 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 20:37:19 INFO  TC001_Selectproduct:55 - --------------starting selecproduct testing-------------
2017-09-16 20:38:21 INFO  Homepage:185 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 20:41:37 INFO  TC001_Selectproduct:55 - --------------starting selecproduct testing-------------
2017-09-16 20:42:37 INFO  Homepage:185 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 21:15:53 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 21:16:53 INFO  Homepage:182 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 21:16:53 INFO  Homepage:194 - clicked on:-Mens navigation menu
2017-09-16 21:17:00 INFO  Homepage:194 - clicked on:-Jackets
2017-09-16 21:20:49 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 21:23:16 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 21:25:20 INFO  Homepage:182 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 21:31:09 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 21:32:11 INFO  Homepage:182 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 21:32:11 INFO  Homepage:194 - clicked on:-Mens navigation menu
2017-09-16 21:33:02 INFO  Homepage:194 - clicked on:-Jackets
2017-09-16 21:40:04 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 21:41:08 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 21:41:09 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 21:41:16 INFO  Homepage:193 - clicked on:-Jackets
2017-09-16 21:41:27 INFO  Testbase:107 - browser is closed
2017-09-16 21:47:10 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 21:48:10 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 21:48:11 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 21:48:14 INFO  Homepage:193 - clicked on:-Jackets
2017-09-16 21:49:35 INFO  Testbase:107 - browser is closed
2017-09-16 21:57:33 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 21:58:42 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 21:58:45 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 21:58:48 INFO  Homepage:193 - clicked on:-Jackets
2017-09-16 21:58:51 INFO  Testbase:107 - browser is closed
2017-09-16 22:02:55 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 22:03:55 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 22:04:00 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 22:04:02 INFO  Testbase:107 - browser is closed
2017-09-16 22:07:57 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 22:08:58 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 22:08:58 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 22:09:00 INFO  Homepage:193 - clicked on:-Jackets
2017-09-16 22:09:01 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-16 22:09:01 INFO  Homepage:187 - switch to default contect
2017-09-16 22:09:01 INFO  TC001_Selectproduct:53 - -------------finished---------------
2017-09-16 22:09:02 INFO  Testbase:107 - browser is closed
2017-09-16 22:10:50 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 22:11:50 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 22:11:51 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 22:11:51 INFO  Testbase:107 - browser is closed
2017-09-16 22:13:11 INFO  TC001_Selectproduct:53 - --------------starting selecproduct testing-------------
2017-09-16 22:14:11 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 22:14:11 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 22:14:24 INFO  Homepage:193 - clicked on:-Jackets
2017-09-16 22:14:27 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-16 22:14:27 INFO  Homepage:187 - switch to default contect
2017-09-16 22:14:27 INFO  TC001_Selectproduct:53 - -------------finished---------------
2017-09-16 22:14:28 INFO  Testbase:107 - browser is closed
2017-09-16 22:22:14 INFO  TC001_Selectproduct:75 - --------------starting selecproduct testing-------------
2017-09-16 22:23:14 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 22:23:17 INFO  Homepage:144 - clickedonlogin[[ChromeDriver: chrome on XP (f2ddb071bf5777844cf764df731cd942)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 22:23:17 INFO  Homepage:146 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (f2ddb071bf5777844cf764df731cd942)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 22:23:18 INFO  Homepage:148 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (f2ddb071bf5777844cf764df731cd942)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 22:24:20 INFO  Homepage:150 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 22:24:25 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 22:24:26 INFO  Testbase:107 - browser is closed
2017-09-16 22:29:16 INFO  TC001_Selectproduct:80 - --------------starting selecproduct testing-------------
2017-09-16 22:30:17 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 22:30:19 INFO  Homepage:144 - clickedonlogin[[ChromeDriver: chrome on XP (e9ec331034f78fbdbbbffd1a3cc5f673)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 22:30:20 INFO  Homepage:146 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (e9ec331034f78fbdbbbffd1a3cc5f673)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 22:30:20 INFO  Homepage:148 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (e9ec331034f78fbdbbbffd1a3cc5f673)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 22:31:22 INFO  Homepage:150 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 22:31:22 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 22:31:23 INFO  Testbase:107 - browser is closed
2017-09-16 22:40:17 INFO  TC001_Selectproduct:80 - --------------starting selecproduct testing-------------
2017-09-16 22:41:18 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 22:41:21 INFO  Homepage:144 - clickedonlogin[[ChromeDriver: chrome on XP (466fd48e741092ecba14f21c483826db)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 22:41:21 INFO  Homepage:146 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (466fd48e741092ecba14f21c483826db)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 22:41:22 INFO  Homepage:148 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (466fd48e741092ecba14f21c483826db)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 22:42:23 INFO  Homepage:150 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 22:42:23 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 22:42:25 INFO  Testbase:107 - browser is closed
2017-09-16 22:47:55 INFO  TC001_Selectproduct:81 - --------------starting selecproduct testing-------------
2017-09-16 22:48:55 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 22:48:58 INFO  Homepage:144 - clickedonlogin[[ChromeDriver: chrome on XP (06af84d793c5f0ac0bfef1d8f8b52929)] -> xpath: //*[@id = 'customer_login_link']]
2017-09-16 22:48:58 INFO  Homepage:146 - customeremail id is automation@gmail.comand objec is[[ChromeDriver: chrome on XP (06af84d793c5f0ac0bfef1d8f8b52929)] -> xpath: //*[@id = 'CustomerEmail']]
2017-09-16 22:48:58 INFO  Homepage:148 - customerpassword id is passwordand objec is[[ChromeDriver: chrome on XP (06af84d793c5f0ac0bfef1d8f8b52929)] -> xpath: //*[@id = 'CustomerPassword']]
2017-09-16 22:50:00 INFO  Homepage:150 - clickonsigninProxy element for: DefaultElementLocator 'By.xpath: //*[@value = 'Sign In']'
2017-09-16 22:50:00 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 22:50:01 INFO  Testbase:107 - browser is closed
2017-09-16 22:56:24 INFO  Testbase:107 - browser is closed
2017-09-16 22:58:19 INFO  Testbase:107 - browser is closed
2017-09-16 23:01:55 INFO  TC001_Selectproduct:70 - --------------starting selecproduct testing-------------
2017-09-16 23:02:56 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-16 23:02:57 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-16 23:03:07 INFO  Homepage:193 - clicked on:-Jackets
2017-09-16 23:03:09 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-16 23:03:12 INFO  Homepage:187 - switch to default contect
2017-09-16 23:03:12 INFO  TC001_Selectproduct:70 - -------------finished---------------
2017-09-16 23:03:12 INFO  Testbase:107 - browser is closed
2017-09-16 23:51:40 INFO  TC002_VerifyRegistration:34 - ------------starting user registration-------
2017-09-16 23:51:43 INFO  Homepage:114 - in iframe[[ChromeDriver: chrome on XP (e4b063f428f24d99303c910b928852b2)] -> xpath: //*[@class = 'device-preview__iframe']]
2017-09-16 23:52:44 INFO  Testbase:51 - creating the object ofchrome
2017-09-16 23:52:49 INFO  Testbase:60 - navigating tofile:///C:/Users/HP/AppData/Local/Temp/Rar$EX05.464/PageObjectWithPageFactoryFramework-master/project/demoSite.htm
2017-09-16 23:53:41 INFO  Testbase:41 - ------------Sta Verifyingloginwith different recordes
2017-09-16 23:57:23 INFO  TC002_VerifyRegistration:34 - ------------starting user registration-------
2017-09-16 23:57:23 INFO  Homepage:114 - in iframe[[ChromeDriver: chrome on XP (c05102df2429d2637c87e35afb2100bf)] -> xpath: //*[@class = 'device-preview__iframe']]
2017-09-17 00:20:31 INFO  TC002_VerifyRegistration:37 - ------------starting user registration-------
2017-09-17 00:20:31 INFO  Homepage:114 - in iframe[[ChromeDriver: chrome on XP (ddc935922d9ca14e5012b116d3c17547)] -> xpath: //*[@class = 'device-preview__iframe']]
2017-09-17 00:27:31 INFO  TC002_VerifyRegistration:37 - ------------starting user registration-------
2017-09-17 00:27:32 INFO  Homepage:114 - in iframe[[ChromeDriver: chrome on XP (90302e69f467177f4e702b8ab64216e2)] -> xpath: //*[@class = 'device-preview__iframe']]
2017-09-17 00:31:54 INFO  TC002_VerifyRegistration:37 - ------------starting user registration-------
2017-09-17 00:31:55 INFO  Homepage:114 - in iframe[[ChromeDriver: chrome on XP (6a8eae3f9208df5d4a1a2760b9caa829)] -> xpath: //*[@class = 'device-preview__iframe']]
2017-09-17 00:56:51 INFO  TC002_VerifyRegistration:37 - ------------starting user registration-------
2017-09-17 00:56:53 INFO  Homepage:114 - in iframe[[ChromeDriver: chrome on XP (5a86dfc63214a6c012c5bbbb22d315db)] -> xpath: //*[@class = 'device-preview__iframe']]
2017-09-17 15:51:22 INFO  TC002_VerifyRegistration:37 - ------------starting user registration-------
2017-09-17 15:51:27 INFO  Homepage:114 - in iframe[[ChromeDriver: chrome on XP (670417e0df9afe4721c7b140a568ebb4)] -> xpath: //*[@class = 'device-preview__iframe']]
2017-09-17 18:43:54 INFO  TC002_VerifyRegistration:37 - ------------starting user registration-------
2017-09-17 18:43:55 INFO  Homepage:114 - in iframe[[ChromeDriver: chrome on XP (ba21e60c423ae43b26816fb49df03c1b)] -> xpath: //*[@class = 'device-preview__iframe']]
2017-09-17 22:33:07 INFO  Testbase:72 - -------------starting facebooktesting-----------
2017-09-17 22:34:08 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 22:34:08 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 22:34:10 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 22:34:11 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 22:34:12 INFO  Addtocartpage:70 - clicked on facebooklink[[ChromeDriver: chrome on XP (6e751b3395f768fcd88797752618d3f3)] -> xpath: //*[@title = 'Share on Facebook']]
2017-09-17 22:37:28 INFO  Testbase:72 - -------------starting facebooktesting-----------
2017-09-17 22:38:28 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 22:38:28 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 22:38:30 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 22:38:31 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 22:38:32 INFO  Addtocartpage:70 - clicked on facebooklink[[ChromeDriver: chrome on XP (af5a80eede2c25c29fea733c1889e15e)] -> xpath: //*[@title = 'Share on Facebook']]
2017-09-17 22:38:33 INFO  Addtocartpage:70 - facebook is displayed
2017-09-17 22:38:33 INFO  Homepage:187 - switch to default contect
2017-09-17 22:38:33 INFO  Testbase:72 - -----------------finished-----------
2017-09-17 22:41:12 INFO  Testbase:73 - -------------starting facebooktesting-----------
2017-09-17 22:42:13 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 22:42:13 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 22:43:59 INFO  Testbase:73 - -------------starting facebooktesting-----------
2017-09-17 22:44:59 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 22:45:00 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 22:48:06 INFO  Testbase:75 - -------------starting facebooktesting-----------
2017-09-17 22:49:06 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 22:49:06 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 22:49:08 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 22:49:09 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 22:49:10 INFO  Addtocartpage:70 - clicked on facebooklink[[ChromeDriver: chrome on XP (94859523b7afb8ca02c993094984b406)] -> xpath: //*[@title = 'Share on Facebook']]
2017-09-17 22:49:11 INFO  Addtocartpage:70 - facebook is displayed
2017-09-17 22:49:11 INFO  Homepage:187 - switch to default contect
2017-09-17 22:49:11 INFO  Testbase:75 - -----------------finished-----------
2017-09-17 22:54:09 INFO  Testbase:77 - -------------starting facebooktesting-----------
2017-09-17 22:55:09 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 22:55:09 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 22:55:12 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 22:55:13 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 22:55:14 INFO  Addtocartpage:70 - clicked on facebooklink[[ChromeDriver: chrome on XP (b426c90ec517d9c3ad5e87d8157de47c)] -> xpath: //*[@title = 'Share on Facebook']]
2017-09-17 22:55:15 INFO  Addtocartpage:70 - facebook is displayed
2017-09-17 23:03:10 INFO  TC001_Verifyfacebooklink:81 - -------------starting facebooktesting-----------
2017-09-17 23:04:11 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 23:04:11 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 23:04:13 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 23:04:14 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 23:05:14 INFO  TC001_Verifyfacebooklink:81 - org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {"method":"xpath","selector":"//*[@title = 'Share on Facebook1']"}
  (Session info: chrome=60.0.3112.113)
  (Driver info: chromedriver=2.30.477700 (0057494ad8732195794a7b32078424f92a5fce41),platform=Windows NT 6.1.7600 x86_64) (WARNING: The server did not provide any stacktrace information)
Command duration or timeout: 60.05 seconds
For documentation on this error, please visit: http://seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.3.1', revision: '5234b325d5', time: '2017-03-10 09:10:29 +0000'
System info: host: 'HP-PC', ip: '192.168.178.31', os.name: 'Windows 7', os.arch: 'amd64', os.version: '6.1', java.version: '1.8.0_131'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities [{applicationCacheEnabled=false, rotatable=false, mobileEmulationEnabled=false, networkConnectionEnabled=false, chrome={chromedriverVersion=2.30.477700 (0057494ad8732195794a7b32078424f92a5fce41), userDataDir=C:\Users\HP\AppData\Local\Temp\scoped_dir3988_28410}, takesHeapSnapshot=true, pageLoadStrategy=normal, databaseEnabled=false, handlesAlerts=true, hasTouchScreen=false, version=60.0.3112.113, platform=XP, browserConnectionEnabled=false, nativeEvents=true, acceptSslCerts=true, locationContextEnabled=true, webStorageEnabled=true, browserName=chrome, takesScreenshot=true, javascriptEnabled=true, cssSelectorsEnabled=true, unexpectedAlertBehaviour=}]
Session ID: 2efa8a573342d66c7ad52c0af4d22795
*** Element info: {Using=xpath, value=//*[@title = 'Share on Facebook1']}
2017-09-17 23:15:30 INFO  TC001_Selectproduct:70 - --------------starting selecproduct testing-------------
2017-09-17 23:15:30 INFO  TC001_Verifyfacebooklink:83 - -------------starting facebooktesting-----------
2017-09-17 23:15:30 INFO  TC001_Verifyfacebooklink:83 - org.openqa.selenium.WebDriverException: unknown error: Runtime.evaluate threw exception: Error: element is not attached to the page document
    at Cache.retrieveItem (<anonymous>:173:17)
    at unwrap (<anonymous>:300:20)
    at unwrap (<anonymous>:306:18)
    at callFunction (<anonymous>:357:29)
    at apply.ELEMENT (<anonymous>:371:23)
    at <anonymous>:372:3
  (Session info: chrome=60.0.3112.113)
  (Driver info: chromedriver=2.30.477700 (0057494ad8732195794a7b32078424f92a5fce41),platform=Windows NT 6.1.7600 x86_64) (WARNING: The server did not provide any stacktrace information)
Command duration or timeout: 27 milliseconds
Build info: version: '3.3.1', revision: '5234b325d5', time: '2017-03-10 09:10:29 +0000'
System info: host: 'HP-PC', ip: '192.168.178.31', os.name: 'Windows 7', os.arch: 'amd64', os.version: '6.1', java.version: '1.8.0_131'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities [{applicationCacheEnabled=false, rotatable=false, mobileEmulationEnabled=false, networkConnectionEnabled=false, chrome={chromedriverVersion=2.30.477700 (0057494ad8732195794a7b32078424f92a5fce41), userDataDir=C:\Users\HP\AppData\Local\Temp\scoped_dir4984_12851}, takesHeapSnapshot=true, pageLoadStrategy=normal, databaseEnabled=false, handlesAlerts=true, hasTouchScreen=false, version=60.0.3112.113, platform=XP, browserConnectionEnabled=false, nativeEvents=true, acceptSslCerts=true, locationContextEnabled=true, webStorageEnabled=true, browserName=chrome, takesScreenshot=true, javascriptEnabled=true, cssSelectorsEnabled=true, unexpectedAlertBehaviour=}]
Session ID: 5b0605e07d1f175bdd2b3df316a3a1de
2017-09-17 23:16:30 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 23:16:31 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 23:16:34 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 23:16:35 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 23:16:36 INFO  Homepage:187 - switch to default contect
2017-09-17 23:16:36 INFO  TC001_Selectproduct:70 - -------------finished---------------
2017-09-17 23:16:41 INFO  Testbase:123 - browser is closed
2017-09-17 23:19:25 INFO  TC001_Selectproduct:70 - --------------starting selecproduct testing-------------
2017-09-17 23:19:25 INFO  TC001_Verifyfacebooklink:83 - -------------starting facebooktesting-----------
2017-09-17 23:20:25 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 23:20:26 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 23:20:26 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 23:20:26 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 23:20:28 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 23:20:28 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 23:20:30 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 23:20:30 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 23:20:30 INFO  Addtocartpage:72 - clicked on facebooklink[[ChromeDriver: chrome on XP (6c6415700b8ae4848fe7641d9fe5e614)] -> xpath: //*[@title = 'Share on Facebook']]
2017-09-17 23:20:30 INFO  Homepage:187 - switch to default contect
2017-09-17 23:20:30 INFO  TC001_Selectproduct:70 - -------------finished---------------
2017-09-17 23:20:31 INFO  Addtocartpage:72 - facebook is displayed
2017-09-17 23:20:32 INFO  Homepage:187 - switch to default contect
2017-09-17 23:20:32 INFO  TC001_Verifyfacebooklink:83 - -----------------finished-----------
2017-09-17 23:20:35 INFO  Testbase:123 - browser is closed
2017-09-17 23:26:12 INFO  TC001_Selectproduct:70 - --------------starting selecproduct testing-------------
2017-09-17 23:26:12 INFO  TC001_Verifyfacebooklink:83 - -------------starting facebooktesting-----------
2017-09-17 23:27:12 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 23:27:12 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 23:27:12 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 23:27:12 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 23:27:15 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 23:27:15 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 23:27:16 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 23:27:16 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 23:27:17 INFO  Addtocartpage:72 - clicked on facebooklink[[ChromeDriver: chrome on XP (3181e658de24910496d655bdbca55195)] -> xpath: //*[@title = 'Share on Facebook']]
2017-09-17 23:27:18 INFO  Homepage:187 - switch to default contect
2017-09-17 23:27:18 INFO  TC001_Selectproduct:70 - -------------finished---------------
2017-09-17 23:27:20 INFO  Addtocartpage:72 - facebook is displayed
2017-09-17 23:27:20 INFO  Homepage:187 - switch to default contect
2017-09-17 23:27:20 INFO  TC001_Verifyfacebooklink:83 - -----------------finished-----------
2017-09-17 23:27:23 INFO  Testbase:123 - browser is closed
2017-09-17 23:27:24 INFO  Testbase:123 - browser is closed
2017-09-17 23:37:49 INFO  TC001_Verifyfacebooklink:83 - -------------starting facebooktesting-----------
2017-09-17 23:56:53 INFO  TC001_Selectproduct:70 - --------------starting selecproduct testing-------------
2017-09-17 23:57:54 INFO  Homepage:181 - switch to frameProxy element for: DefaultElementLocator 'By.xpath: //*[@class = 'device-preview__iframe']'
2017-09-17 23:57:54 INFO  Homepage:193 - clicked on:-Mens navigation menu
2017-09-17 23:57:56 INFO  Homepage:193 - clicked on:-Jackets
2017-09-17 23:57:58 INFO  Productdetails:37 - Contrast jacket has beel selected
2017-09-17 23:57:58 INFO  Homepage:187 - switch to default contect
2017-09-17 23:57:59 INFO  TC001_Selectproduct:70 - -------------finished---------------
2017-09-17 23:58:01 INFO  Testbase:134 - browser is closed
